who_created,when_created,who_updated,when_updated,lithology_description_code_guid,code,description,sort_order
PROXY_WELLS,2008-01-07 12:32:11-08,PROXY_WELLS,2008-01-10 16:46:59-08,c19d1788-5150-431a-9925-d0ab8c30766c,48,cemented,100
PROXY_WELLS,2008-01-07 12:32:55-08,PROXY_WELLS,2008-01-10 16:47:12-08,d41e5e82-2c6e-4b05-8c9d-735d82a49557,49,clean,100
PROXY_WELLS,2008-01-07 12:33:42-08,PROXY_WELLS,2008-01-10 16:47:23-08,aad56991-3ef7-4a02-b212-7c55e2959603,50,coarse-grained,100
PROXY_WELLS,2008-01-07 12:34:57-08,PROXY_WELLS,2008-01-10 16:47:36-08,29dc0d82-94f5-4db7-aaa6-5293428eca6a,51,crystalline,100
PROXY_WELLS,2008-01-07 12:39:40-08,PROXY_WELLS,2008-01-10 16:47:58-08,0533ef54-399e-4704-924a-77583e4ecaf5,53,dense,100
PROXY_WELLS,2008-01-07 12:40:41-08,PROXY_WELLS,2008-01-10 16:48:11-08,82df76b5-e027-44d4-94c2-98c7e5c6531a,54,dirty,100
PROXY_WELLS,2008-01-07 12:41:35-08,PROXY_WELLS,2008-01-10 16:48:21-08,399d66f9-609b-41f7-9b07-8db376ecf2f0,55,dry,100
PROXY_WELLS,2008-01-07 12:42:31-08,PROXY_WELLS,2008-01-10 16:48:32-08,7e6d1523-38a2-48b1-8712-d30351a92c4e,56,fine-grained,100
PROXY_WELLS,2008-01-07 12:44:32-08,PROXY_WELLS,2008-01-10 16:48:48-08,38c56f7a-f786-4530-9a99-5fd31c3ed307,57,fossiliferous (shelly),100
PROXY_WELLS,2008-01-07 12:45:28-08,PROXY_WELLS,2008-01-10 16:48:58-08,8c0094f9-5bcd-4ca5-9ac5-420ea6774d6c,58,fractured,100
PROXY_WELLS,2008-01-07 12:47:07-08,PROXY_WELLS,2008-01-10 16:49:18-08,5a1f25d2-7887-4286-9ccf-6a34ba0bc3f6,59,hard,100
PROXY_WELLS,2008-01-07 12:48:42-08,PROXY_WELLS,2008-01-10 16:49:30-08,c2193db5-caa0-4120-8d14-dba5fd5c4eae,60,layered (streaked),100
PROXY_WELLS,2008-01-07 12:49:28-08,PROXY_WELLS,2008-01-10 16:49:41-08,4232bdb7-8353-4d0e-903b-f65e7a1109d6,61,light-coloured,100
PROXY_WELLS,2008-01-07 12:50:03-08,PROXY_WELLS,2008-01-10 16:49:50-08,8c9bffb0-2945-49e6-aac3-de332d82a4ea,62,loose,100
PROXY_WELLS,2008-01-07 12:51:07-08,PROXY_WELLS,2008-01-10 16:50:01-08,e54c7433-3582-4ef3-8406-de93b5644f76,63,medium-grained,100
PROXY_WELLS,2008-01-07 12:51:43-08,PROXY_WELLS,2008-01-10 16:50:11-08,5fbf2767-1cb2-4da5-bdc1-890c74c7079f,64,packed,100
PROXY_WELLS,2008-01-07 12:52:39-08,PROXY_WELLS,2008-01-10 16:50:20-08,9e02b7e7-1dc0-4949-b999-dcb975a4d3f7,65,porous,100
PROXY_WELLS,2008-01-07 12:53:37-08,PROXY_WELLS,2008-01-10 16:50:33-08,85b041fa-d9e0-4c15-b1d9-283f0fe6f3f1,66,sharp,100
PROXY_WELLS,2008-01-07 12:54:26-08,PROXY_WELLS,2008-01-10 16:50:42-08,bb3d9803-c457-4a77-957e-e7786f45ec27,67,soft,100
PROXY_WELLS,2008-01-07 12:55:59-08,PROXY_WELLS,2008-01-10 16:51:00-08,cdb51781-13d7-4ab6-81bc-c153edb09719,69,thick,100
PROXY_WELLS,2008-01-07 13:01:41-08,PROXY_WELLS,2008-01-10 16:51:11-08,68afd269-ea1f-4bcc-9aee-4416786ea4cc,70,thin,100
PROXY_WELLS,2008-01-07 13:02:34-08,PROXY_WELLS,2008-01-10 16:51:19-08,618eafe4-670f-4f7e-93b2-b7ba571868f8,71,water-bearing,100
PROXY_WELLS,2008-01-07 13:03:12-08,PROXY_WELLS,2008-01-10 16:51:27-08,fa77b0a1-19a5-41c7-8bab-d9fd9471e2db,72,weathered,100
PROXY_WELLS,2008-01-07 14:10:28-08,PROXY_WELLS,2008-01-10 16:51:36-08,e5ed7697-8e4e-4fe6-b43e-2231a32fbb5a,73,tight,100
WELLS,2004-11-08 09:29:46-08,WELLS,2006-12-14 09:29:25-08,ddbf5d9a-6c79-4dd0-bb44-7a9711faa057,01,acidic,100
WELLS,2004-11-08 09:30:19-08,WELLS,2006-12-14 09:29:25-08,0501e184-33dc-4972-bb19-daa9358860a0,02,argillaceous,100
WELLS,2004-11-08 09:30:33-08,WELLS,2006-12-14 09:29:25-08,f87479ab-66f1-4cfc-871b-4f15ad271409,03,basic,100
WELLS,2004-11-08 09:30:51-08,WELLS,2006-12-14 09:29:25-08,80165a11-c431-4979-9d5e-3f3d0c21bf02,04,bentonitic,100
WELLS,2004-11-08 09:31:13-08,WELLS,2006-12-14 09:29:25-08,6babb53d-183c-4774-9f51-0a5456991baa,05,bituminous,100
WELLS,2004-11-08 09:31:33-08,WELLS,2006-12-14 09:29:25-08,a000b57e-16ff-4b3f-b0c4-23b07a44a58a,06,bouldery,100
WELLS,2004-11-08 09:31:55-08,WELLS,2006-12-14 09:29:25-08,d99db12a-86f2-473e-b529-5a3a44b50443,07,calcareous,100
WELLS,2004-11-08 09:32:24-08,WELLS,2006-12-14 09:29:25-08,c4598de6-e417-4810-9e95-58c44fee0b55,08,carbonaceous,100
WELLS,2004-11-08 09:32:49-08,WELLS,2006-12-14 09:29:25-08,90cf75cb-ef65-45e5-853f-7c172f892532,09,chalcedonic,100
WELLS,2004-11-08 09:33:03-08,WELLS,2006-12-14 09:29:25-08,02b3f361-9e49-4639-a6b2-344efdc71266,10,cherty,100
WELLS,2004-11-08 09:33:23-08,WELLS,2006-12-14 09:29:25-08,1291bbb3-b7a9-4be2-9ffe-5d2aa8601345,11,clay streaks,100
WELLS,2004-11-08 09:33:38-08,WELLS,2006-12-14 09:29:25-08,f4d3ae2c-f0b3-496c-aa8a-e6c774333b8d,12,clayey,100
WELLS,2004-11-08 09:33:56-08,WELLS,2006-12-14 09:29:25-08,69226ae9-1f75-4247-a95c-ece87e05e19e,13,coal streaks,100
WELLS,2004-11-08 09:34:27-08,WELLS,2006-12-14 09:29:25-08,92345f90-b2f4-4e3f-9a22-472e60457e14,14,conglomeritic,100
WELLS,2004-11-08 09:34:48-08,WELLS,2006-12-14 09:29:25-08,97d118c0-1a92-43cd-93c2-87fdd8cb4f3b,15,dolomitic,100
WELLS,2004-11-08 09:35:18-08,WELLS,2006-12-14 09:29:25-08,e4a751ce-3d80-489d-97b2-50ae83fae97b,16,feldspathic,100
WELLS,2004-11-08 09:35:38-08,WELLS,2006-12-14 09:29:25-08,aa2c3375-a5e2-4f8d-b4fa-1ae8a7672141,17,ferruginous,100
WELLS,2004-11-08 09:35:56-08,WELLS,2006-12-14 09:29:25-08,3216bb41-5e94-47c4-a8b7-f03349e6b460,18,gravel streaks,100
WELLS,2004-11-08 09:36:11-08,WELLS,2006-12-14 09:29:25-08,6105d077-58ef-47b8-aee5-eefa267cbbf0,19,gravelly,100
WELLS,2004-11-08 09:36:38-08,WELLS,2006-12-14 09:29:25-08,a3cd17aa-1c75-41c6-95e0-8ce1cb47092a,20,gypsiferous,100
WELLS,2004-11-08 09:36:48-08,WELLS,2006-12-14 09:29:25-08,fa78f49f-d379-40d3-9aff-7bc1b9ccd5b0,21,limy,100
WELLS,2004-11-08 09:37:03-08,WELLS,2006-12-14 09:29:25-08,9f2c490a-0330-4fa5-b2f0-ed6eeb1b1a31,22,marly,100
WELLS,2004-11-08 09:37:37-08,WELLS,2006-12-14 09:29:25-08,22cbc485-0c31-4838-8fe5-d62931def83a,23,micaceous,100
WELLS,2004-11-08 09:37:50-08,WELLS,2006-12-14 09:29:25-08,0f9f01df-afa7-49eb-8f80-50a3236a8c58,24,muddy,100
WELLS,2004-11-08 09:38:35-08,WELLS,2006-12-14 09:29:25-08,374da07d-efb2-4778-a08d-74b27c7ff66c,25,non-calcareous,100
WELLS,2004-11-08 09:38:48-08,WELLS,2006-12-14 09:29:25-08,a59a6596-9c04-4645-8b3f-7b62a3c07459,26,opaline,100
WELLS,2004-11-08 09:39:03-08,WELLS,2006-12-14 09:29:25-08,867bcef3-0d9b-4957-b43f-83c0d50d8aaf,27,organic,100
WELLS,2004-11-08 09:39:18-08,WELLS,2006-12-14 09:29:25-08,58896ca7-c818-4c3f-80b9-1fa79f936307,28,pebbly,100
WELLS,2004-11-08 09:39:37-08,WELLS,2006-12-14 09:29:25-08,955e6b52-f807-461a-b341-a18505de074f,29,phosphatic,100
WELLS,2004-11-08 09:39:51-08,WELLS,2006-12-14 09:29:25-08,8bab7e78-0f72-4ef7-86e8-9180bb14ed76,30,pyritic,100
WELLS,2004-11-08 09:40:10-08,WELLS,2006-12-14 09:29:25-08,854e000a-bae8-410b-8e15-e15265b822d9,31,quartzose,100
WELLS,2004-11-08 09:40:25-08,WELLS,2006-12-14 09:29:25-08,170929f8-38c2-4f5d-b3d1-50205c461fc0,32,sand streaks,100
WELLS,2004-11-08 09:40:38-08,WELLS,2006-12-14 09:29:25-08,4c281657-3a18-4e2b-b367-6a52e1fb2390,33,sandy,100
WELLS,2004-11-08 09:41:00-08,WELLS,2006-12-14 09:29:25-08,f15ff850-4d7c-405f-b4da-aba7ed0796c5,34,sand-gravel streaks,100
WELLS,2004-11-08 09:41:18-08,WELLS,2006-12-14 09:29:25-08,0170fe33-bf25-4f0b-a174-92c560611302,35,shale streaks,100
WELLS,2004-11-08 09:41:33-08,WELLS,2006-12-14 09:29:25-08,5266f60f-d63b-485d-ac13-5c7de9d93ecd,36,shaley,100
WELLS,2004-11-08 09:41:50-08,WELLS,2006-12-14 09:29:25-08,4e507a78-0d4f-4487-85ce-88b96d4edb85,37,sideritic,100
WELLS,2004-11-08 09:42:08-08,WELLS,2006-12-14 09:29:25-08,64a1e3a4-a2c4-429c-97c5-12d01c21d0ff,38,siliceous,100
WELLS,2004-11-08 09:42:27-08,WELLS,2006-12-14 09:29:25-08,2e0225ac-c7d1-4c20-8893-c418919f15ed,39,silt streaks,100
WELLS,2004-11-08 09:42:39-08,WELLS,2006-12-14 09:29:25-08,fdbce1d8-eb08-4900-a509-bf326bfada11,40,silty,100
WELLS,2004-11-08 09:42:59-08,WELLS,2006-12-14 09:29:25-08,9bf259d5-c116-41e0-85ad-404d0d802e56,41,slaty streaks,100
WELLS,2004-11-08 09:43:14-08,WELLS,2006-12-14 09:29:25-08,93dc046e-9764-426b-acef-8ead33853fb6,42,slaty,100
WELLS,2004-11-08 09:43:27-08,WELLS,2006-12-14 09:29:25-08,091827b6-71f2-4b4d-9ff5-b22d426b5a23,43,stony,100
WELLS,2004-11-08 09:43:43-08,WELLS,2006-12-14 09:29:25-08,adcdd82f-bffa-442e-89b7-7f0ee11d4c4c,44,till streaks,100
WELLS,2004-11-08 09:51:31-08,WELLS,2006-12-14 09:29:25-08,2967fb6d-a3e5-437f-9dd8-1f3cab2be622,00,0 nothing entered,100
WELLS,2005-01-12 11:29:59-08,WELLS,2006-12-14 09:29:25-08,4e0016d0-d1df-4873-88d7-47de123fdd6f,45,coarse,100
WELLS,2005-01-12 11:30:17-08,WELLS,2006-12-14 09:29:25-08,93bf9bcd-5995-4dd8-a204-ca8dde7b6b42,46,medium,100
WELLS,2005-01-12 11:30:34-08,WELLS,2006-12-14 09:29:25-08,e4da5d88-3b01-4226-ad65-e52410c956d1,47,fine,100
PROXY_WELLS,2008-01-07 12:38:57-08,PROXY_WELLS,2008-01-10 16:47:47-08,8ebbcf93-528b-4675-9bd9-3a2659d19952,52,dark-coloured,100
PROXY_WELLS,2008-01-07 12:55:00-08,PROXY_WELLS,2008-01-10 16:50:51-08,0dd64338-89e2-43fc-b7f3-31c55e87fda6,68,sticky,100
